ID,Pred
2021_1393_1437,0.5
2021_1393_1438,0.5
2021_1393_1439,0.5
2021_1393_1452,0.5
2021_1393_1455,0.5
2021_1393_1457,0.5
2021_1393_1458,0.5
2021_1397_1400,0.5
2021_1397_1403,0.5
2021_1397_1411,0.5
2021_1397_1417,0.5
2021_1397_1422,0.5
2021_1397_1425,0.5
2021_1397_1429,0.5
2021_1397_1433,0.5
2021_1397_1437,0.5
2021_1397_1438,0.5
2021_1397_1439,0.5
2021_1397_1452,0.5
2021_1397_1455,0.5
2021_1397_1457,0.5
2021_1397_1458,0.5
2021_1400_1403,0.5
2021_1400_1411,0.5
2021_1400_1417,0.5
2021_1400_1422,0.5
2021_1400_1425,0.5
2021_1400_1429,0.5
2021_1400_1433,0.5
2021_1400_1437,0.5
2021_1400_1438,0.5
2021_1400_1439,0.5
2021_1400_1452,0.5
2021_1400_1455,0.5
2021_1400_1457,0.5
2021_1400_1458,0.5
2021_1403_1411,0.5
2021_1403_1417,0.5
2021_1403_1422,0.5
2021_1403_1425,0.5
2021_1403_1429,0.5
2021_1403_1433,0.5
2021_1403_1437,0.5
2021_1403_1438,0.5
2021_1403_1439,0.5
2021_1403_1452,0.5
2021_1403_1455,0.5
2021_1403_1457,0.5
2021_1403_1458,0.5
2021_1411_1417,0.5
2021_1411_1422,0.5
2021_1411_1425,0.5
2021_1411_1429,0.5
2021_1411_1433,0.5
2021_1411_1437,0.5
2021_1411_1438,0.5
2021_1411_1439,0.5
2021_1411_1452,0.5
2021_1411_1455,0.5
2021_1411_1457,0.5
2021_1411_1458,0.5
2021_1417_1422,0.5
2021_1417_1425,0.5
2021_1417_1429,0.5
2021_1417_1433,0.5
2021_1417_1437,0.5
2021_1417_1438,0.5
2021_1417_1439,0.5
2021_1417_1452,0.5
2021_1417_1455,0.5
2021_1417_1457,0.5
2021_1417_1458,0.5
2021_1422_1425,0.5
2021_1422_1429,0.5
2021_1422_1433,0.5
2021_1422_1437,0.5
2021_1422_1438,0.5
2021_1422_1439,0.5
2021_1422_1452,0.5
2021_1422_1455,0.5
2021_1422_1457,0.5
2021_1422_1458,0.5
2021_1425_1429,0.5
2021_1425_1433,0.5
2021_1425_1437,0.5
2021_1425_1438,0.5
2021_1425_1439,0.5
2021_1425_1452,0.5
2021_1425_1455,0.5
2021_1425_1457,0.5
2021_1425_1458,0.5
2021_1429_1433,0.5
2021_1429_1437,0.5
2021_1429_1438,0.5
2021_1429_1439,0.5
2021_1429_1452,0.5
2021_1429_1455,0.5
2021_1429_1457,0.5
2021_1429_1458,0.5
2021_1433_1437,0.5
2021_1433_1438,0.5
2021_1433_1439,0.5
2021_1433_1452,0.5
2021_1433_1455,0.5
2021_1433_1457,0.5
2021_1433_1458,0.5
2021_1437_1438,0.5
2021_1437_1439,0.5
2021_1437_1452,0.5
2021_1437_1455,0.5
2021_1437_1457,0.5
2021_1437_1458,0.5
2021_1438_1439,0.5
2021_1438_1452,0.5
2021_1438_1455,0.5
2021_1438_1457,0.5
2021_1438_1458,0.5
2021_1439_1452,0.5
2021_1439_1455,0.5
2021_1439_1457,0.5
2021_1439_1458,0.5
2021_1452_1455,0.5
2021_1452_1457,0.5
2021_1452_1458,0.5
2021_1455_1457,0.5
2021_1455_1458,0.5
2021_1457_1458,0.5
