type_of_model,mode,regression_formula,grid_size,notes,model_performance,performance_measure
log_reg,classification,~winrank_avg_A + rank_avg_B + last3offensive_efficiency_A + last3offensive_efficiency_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_loss_against_A + conf_wins_against_B + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B,100,current best model validation classification,0.6274527269285276,kaggle
random_forest,classification,~winrank_avg_A + rank_avg_B + last3offensive_efficiency_A + last3offensive_efficiency_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_loss_against_A + conf_wins_against_B + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B,1,current best model validation classification,0.2047152949786654,kaggle
random_forest,regression,~win_byrank_avg_A + rank_avg_B + last3offensive_efficiency_A + last3offensive_efficiency_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_loss_against_A + conf_wins_against_B + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B,10,current best model validation regression,7.5057320294688354,rmse
random_forest,regression,~win_byrank_avg_A + rank_avg_B + last3offensive_efficiency_A + last3offensive_efficiency_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_loss_against_A + conf_wins_against_B + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B,100,current best model validation regression,7.480105323566006,rmse
random_forest,classification,~winrank_avg_A + rank_avg_B + last3offensive_efficiency_A + last3offensive_efficiency_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_loss_against_A + conf_wins_against_B + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B,100,current best model adding off eff with quad wins interaction,0.23510499788970468,kaggle
random_forest,classification,~winrank_avg_A + rank_avg_B + OE_A + OE_B + last3offensive_efficiency_A + last3offensive_efficiency_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_loss_against_A + conf_wins_against_B + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B,100,current best model adding off eff with quad wins interaction,0.2755678390523882,kaggle
random_forest,classification,~winrank_avg_A + rank_avg_B + last3offensive_efficiency_A + last3offensive_efficiency_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_loss_against_A + conf_wins_against_B + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B,100,current best model adding off eff without quad wins interaction,0.22126019852318884,kaggle
random_forest,classification,~winrank_avg_A + rank_avg_B + last3offensive_efficiency_A + last3offensive_efficiency_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + conf_wins_against_A + conf_loss_against_A + conf_wins_against_B + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B,100,current best model adding off eff without quad wins interaction,0.26065554621663295,kaggle
random_forest,classification,~winrank_avg_A + rank_avg_B + last3offensive_efficiency_A + last3offensive_efficiency_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_B + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B,100,current best model adding off eff without quad wins interaction,0.28905588686025496,kaggle
random_forest,classification,~winrank_avg_A + rank_avg_B + last3offensive_efficiency_A + last3offensive_efficiency_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + col_A + col_B + conf_wins_against_A + conf_loss_against_A + conf_wins_against_B + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B,100,current best model adding off eff without quad wins interaction,0.23770912839489539,kaggle
random_forest,classification,~winrank_avg_A + rank_avg_B + last3offensive_efficiency_A + last3offensive_efficiency_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_loss_against_A + conf_wins_against_B + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B,100,current best model adding off eff without quad wins interaction,0.2405112380853588,kaggle
random_forest,classification,~winrank_avg_A + rank_avg_B + last3offensive_efficiency_A + last3offensive_efficiency_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_loss_against_A + conf_wins_against_B + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B,100,current best model adding off eff without quad wins interaction,0.202864253728927,kaggle
random_forest,classification,~winrank_avg_A + rank_avg_B + last3offensive_efficiency_A + last3offensive_efficiency_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_loss_against_A + conf_wins_against_B + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B,100,current best model splitting test before 2018,0.544669503808599,kaggle
random_forest,classification,~winrank_avg_A + rank_avg_B + last3offensive_efficiency_A + last3offensive_efficiency_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_loss_against_A + conf_wins_against_B + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B,100,current best model splitting test before 2018 with new interaction,0.5511298598410079,kaggle
random_forest,classification,~winrank_avg_A + rank_avg_B + last3offensive_efficiency_A + last3offensive_efficiency_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_loss_against_A + conf_wins_against_B + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B,100,current best model splitting test before 2018 with new interactions,0.5528752774464482,kaggle
random_forest,classification,~winlast3offensive_efficiency_A + last3offensive_efficiency_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_loss_against_A + conf_wins_against_B + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B,100,current best model splitting test before 2018 with new interactions,0.5977067295581124,kaggle
random_forest,classification,~winrank_avg_A + rank_avg_B + last3offensive_efficiency_A + last3offensive_efficiency_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_loss_against_A + conf_wins_against_B + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B + OE_A + OE_B,100,current best model splitting test before 2018 with new interactions,0.5555232987677903,kaggle
random_forest,classification,~winrank_avg_A + rank_avg_B + last3offensive_efficiency_A + last3offensive_efficiency_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_loss_against_A + conf_wins_against_B + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B + Seed_A + Seed_B,100,current best model splitting test before 2018 with new interactions,0.5503645954482198,kaggle
random_forest,classification,"~winrank_avg_A + rank_avg_B + last3offensive_efficiency_A + last3offensive_efficiency_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_loss_against_A + conf_wins_against_B + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B + Seed_A + Seed_B + ratingschedule_strength_by_other_A + 
    ratingschedule_strength_by_other_B",100,current best model splitting test before 2018 with new interactions,0.5475489959365445,kaggle
random_forest,classification,"~winrank_avg_A + rank_avg_B + last3offensive_efficiency_A + last3offensive_efficiency_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_loss_against_A + conf_wins_against_B + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B + Seed_A + Seed_B + ratingschedule_strength_by_other_A + 
    ratingschedule_strength_by_other_B + overallpercent_of_points_from_3_pointers_A + overallpercent_of_points_from_3_pointers_B",100,current best model splitting test before 2018 with new interactions,0.5585443384987754,kaggle
random_forest,classification,"~winrank_avg_A + rank_avg_B + last3offensive_efficiency_A + last3offensive_efficiency_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_loss_against_A + conf_wins_against_B + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B + Seed_A + Seed_B + ratingschedule_strength_by_other_A + 
    ratingschedule_strength_by_other_B + last3_change_A + last3_change_B",100,current best model splitting test before 2018 with new interactions,0.580552796622273,kaggle
random_forest,classification,"~winrank_avg_A + rank_avg_B + last3offensive_efficiency_A + last3offensive_efficiency_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_loss_against_A + conf_wins_against_B + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B + Seed_A + Seed_B + ratingschedule_strength_by_other_A + 
    ratingschedule_strength_by_other_B + t3_week_rank_avg_A + t3_week_rank_avg_B",100,current best model splitting test before 2018 with new interactions,0.5452969955658901,kaggle
random_forest,classification,"~winrank_avg_A + rank_avg_B + last3offensive_efficiency_A + last3offensive_efficiency_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_loss_against_A + conf_wins_against_B + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B + Seed_A + Seed_B + ratingschedule_strength_by_other_A + 
    ratingschedule_strength_by_other_B + t3_week_rank_avg_A + t3_week_rank_avg_B + OR_A + OR_B",100,current best model splitting test before 2018 with new interactions,0.5532310219762604,kaggle
random_forest,classification,"~winrank_avg_A + rank_avg_B + last3offensive_efficiency_A + last3offensive_efficiency_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_loss_against_A + conf_wins_against_B + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B + Seed_A + Seed_B + ratingschedule_strength_by_other_A + 
    ratingschedule_strength_by_other_B + t3_week_rank_avg_A + t3_week_rank_avg_B + five38_A + five38_B",100,current best model splitting test before 2018 with new interactions,0.5529260936967406,kaggle
random_forest,classification,"~winrank_avg_A + rank_avg_B + last3offensive_efficiency_A + last3offensive_efficiency_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_loss_against_A + conf_wins_against_B + conf_loss_against_B + quad_wins_A + quad_wins_B + Seed_A + Seed_B + ratingschedule_strength_by_other_A + ratingschedule_strength_by_other_B + 
    t3_week_rank_avg_A + t3_week_rank_avg_B",100,current best model splitting test before 2018 with new interactions,0.5452969955658901,kaggle
random_forest,classification,"~winrank_avg_A + rank_avg_B + last3offensive_efficiency_A + last3offensive_efficiency_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_loss_against_A + conf_wins_against_B + conf_loss_against_B + quad_loss_A + quad_loss_B + Seed_A + Seed_B + ratingschedule_strength_by_other_A + ratingschedule_strength_by_other_B + 
    t3_week_rank_avg_A + t3_week_rank_avg_B",100,current best model splitting test before 2018 with new interactions,0.5467705750155705,kaggle
random_forest,classification,"~winrank_avg_A + rank_avg_B + last3offensive_efficiency_A + last3offensive_efficiency_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_loss_against_A + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B + Seed_A + Seed_B + ratingschedule_strength_by_other_A + ratingschedule_strength_by_other_B + 
    t3_week_rank_avg_A + t3_week_rank_avg_B",100,current best model splitting test before 2018 with new interactions,0.5435671458789559,kaggle
random_forest,classification,"~winrank_avg_A + rank_avg_B + last3offensive_efficiency_A + last3offensive_efficiency_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_wins_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B + Seed_A + Seed_B + ratingschedule_strength_by_other_A + ratingschedule_strength_by_other_B + 
    t3_week_rank_avg_A + t3_week_rank_avg_B",100,current best model splitting test before 2018 with new interactions,0.5463861973204361,kaggle
random_forest,classification,"~winrank_avg_A + rank_avg_B + last3offensive_efficiency_A + last3offensive_efficiency_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_wins_against_B + conf_loss_against_A + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B + Seed_A + Seed_B + ratingschedule_strength_by_other_A + 
    ratingschedule_strength_by_other_B + t3_week_rank_avg_A + t3_week_rank_avg_B",100,current best model splitting test before 2018 with new interactions,0.54521001775103,kaggle
random_forest,classification,"~winrank_avg_A + rank_avg_B + last3offensive_efficiency_A + last3offensive_efficiency_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + conf_wins_against_A + conf_wins_against_B + conf_loss_against_A + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B + Seed_A + Seed_B + ratingschedule_strength_by_other_A + 
    ratingschedule_strength_by_other_B + t3_week_rank_avg_A + t3_week_rank_avg_B",100,current best model splitting test before 2018 with new interactions,0.5567319655250104,kaggle
random_forest,classification,"~winrank_avg_A + rank_avg_B + last3offensive_efficiency_A + last3offensive_efficiency_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_wins_against_B + conf_loss_against_A + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B + Seed_A + Seed_B + ratingschedule_strength_by_other_A + 
    ratingschedule_strength_by_other_B + t3_week_rank_avg_A + t3_week_rank_avg_B",100,current best model splitting test before 2018 without new interactions,0.54521001775103,kaggle
random_forest,classification,"~winrank_avg_A + rank_avg_B + last3offensive_efficiency_A + last3offensive_efficiency_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_wins_against_B + conf_loss_against_A + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B + Seed_A + Seed_B + ratingschedule_strength_by_other_A + 
    ratingschedule_strength_by_other_B + t3_week_rank_avg_A + t3_week_rank_avg_B",100,current best model splitting test before 2018 without new interactions2,0.5359249031527431,kaggle
random_forest,classification,"~winrank_avg_A + rank_avg_B + last3offensive_efficiency_A + last3offensive_efficiency_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + col_A + col_B + conf_wins_against_A + conf_wins_against_B + conf_loss_against_A + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B + Seed_A + Seed_B + ratingschedule_strength_by_other_A + ratingschedule_strength_by_other_B + 
    t3_week_rank_avg_A + t3_week_rank_avg_B",100,current best model splitting test before 2018 without new interactions2,0.5549216403027272,kaggle
random_forest,classification,"~winrank_avg_A + rank_avg_B + last3offensive_efficiency_A + last3offensive_efficiency_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_wins_against_B + conf_loss_against_A + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B + Seed_A + Seed_B + ratingschedule_strength_by_other_A + ratingschedule_strength_by_other_B + 
    t3_week_rank_avg_A + t3_week_rank_avg_B",100,current best model splitting test before 2018 without new interactions2,0.545394320620298,kaggle
random_forest,classification,"~winrank_avg_A + rank_avg_B + last3offensive_efficiency_A + last3offensive_efficiency_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_wins_against_B + conf_loss_against_A + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B + Seed_A + Seed_B + ratingschedule_strength_by_other_A + ratingschedule_strength_by_other_B + 
    t3_week_rank_avg_A + t3_week_rank_avg_B",100,current best model splitting test before 2018 without new interactions2,0.5383254611947175,kaggle
random_forest,classification,"~winrank_avg_A + rank_avg_B + last3offensive_efficiency_A + last3offensive_efficiency_B + last3possessions_per_game_A + last3possessions_per_game_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_wins_against_B + conf_loss_against_A + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B + Seed_A + Seed_B + ratingschedule_strength_by_other_A + ratingschedule_strength_by_other_B + t3_week_rank_avg_A + 
    t3_week_rank_avg_B",100,current best model splitting test before 2018 without new interactions2,0.5470946648258612,kaggle
random_forest,classification,"~winrank_avg_A + rank_avg_B + last3offensive_efficiency_A + last3offensive_efficiency_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_wins_against_B + conf_loss_against_A + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B + Seed_A + Seed_B + ratingschedule_strength_by_other_A + ratingschedule_strength_by_other_B + t3_week_rank_avg_A + 
    t3_week_rank_avg_B",100,current best model splitting test before 2018 without new interactions2,0.5474297053349793,kaggle
random_forest,classification,"~winrank_avg_A + rank_avg_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_wins_against_B + conf_loss_against_A + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B + Seed_A + Seed_B + ratingschedule_strength_by_other_A + ratingschedule_strength_by_other_B + t3_week_rank_avg_A + 
    t3_week_rank_avg_B",100,current best model splitting test before 2018 without new interactions2,0.5289504119627634,kaggle
random_forest,classification,"~winrank_avg_A + rank_avg_B + OE_A + OE_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_wins_against_B + conf_loss_against_A + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B + Seed_A + Seed_B + ratingschedule_strength_by_other_A + ratingschedule_strength_by_other_B + 
    t3_week_rank_avg_A + t3_week_rank_avg_B",100,current best model splitting test before 2018 without new interactions2,0.5534435795947099,kaggle
random_forest,classification,"~winrank_avg_A + rank_avg_B + DE_A + DE_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_wins_against_B + conf_loss_against_A + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B + Seed_A + Seed_B + ratingschedule_strength_by_other_A + ratingschedule_strength_by_other_B + 
    t3_week_rank_avg_A + t3_week_rank_avg_B",100,current best model splitting test before 2018 without new interactions2,0.5403948007857222,kaggle
random_forest,classification,"~winrank_avg_A + rank_avg_B + overallpercent_of_points_from_3_pointers_A + overallpercent_of_points_from_3_pointers_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_wins_against_B + conf_loss_against_A + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B + Seed_A + 
    Seed_B + ratingschedule_strength_by_other_A + ratingschedule_strength_by_other_B + t3_week_rank_avg_A + t3_week_rank_avg_B",100,current best model splitting test before 2018 without new interactions2,0.5909844917700372,kaggle
random_forest,classification,"~winrank_avg_A + rank_avg_B + last3_change_A + last3_change_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_wins_against_B + conf_loss_against_A + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B + Seed_A + Seed_B + ratingschedule_strength_by_other_A + ratingschedule_strength_by_other_B + 
    t3_week_rank_avg_A + t3_week_rank_avg_B",100,current best model splitting test before 2018 without new interactions2,0.5348950926072842,kaggle
random_forest,classification,"~winrank_avg_A + rank_avg_B + OR_A + OR_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_wins_against_B + conf_loss_against_A + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B + Seed_A + Seed_B + ratingschedule_strength_by_other_A + ratingschedule_strength_by_other_B + 
    t3_week_rank_avg_A + t3_week_rank_avg_B",100,current best model splitting test before 2018 without new interactions2,0.5378047866834723,kaggle
random_forest,classification,"~winrank_avg_A + rank_avg_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_wins_against_B + conf_loss_against_A + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B + Seed_A + Seed_B + ratingschedule_strength_by_other_A + ratingschedule_strength_by_other_B + t3_week_rank_avg_A + 
    t3_week_rank_avg_B",100,current best model splitting test before 2018 without interactions2,0.5334355285345103,kaggle
log_reg,classification,"~winrank_avg_A + rank_avg_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_wins_against_B + conf_loss_against_A + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B + Seed_A + Seed_B + ratingschedule_strength_by_other_A + ratingschedule_strength_by_other_B + t3_week_rank_avg_A + 
    t3_week_rank_avg_B",100,current best model splitting test before 2018 without interactions2,0.5415234592533453,kaggle
random_forest,classification,"~winrank_avg_A + rank_avg_B + last3possessions_per_game_A + last3possessions_per_game_B + last3defensive_efficiency_A + last3defensive_efficiency_B + clust_A + clust_B + avg_win_A + avg_win_B + overallfree_throw_rate_A + overallfree_throw_rate_B + col_A + col_B + conf_wins_against_A + conf_wins_against_B + conf_loss_against_A + conf_loss_against_B + quad_wins_A + quad_wins_B + quad_loss_A + quad_loss_B + Seed_A + Seed_B + ratingschedule_strength_by_other_A + ratingschedule_strength_by_other_B + t3_week_rank_avg_A + 
    t3_week_rank_avg_B",100,current best model splitting test before 2018 with interactions2,0.5289504119627634,kaggle
